txNomeParlamentar;sgPartido;codLegislatura;numAno;vlrDocumento;vlrGlosa;vlrLiquido;nomeEsgPartido
ZÉ GERALDO;PT;55;2015;522940.16000000003;1780.63;521159.54;ZÉ GERALDO (PT)
Hélio Leite;DEM;55;2017;523476.61;2417.5099999999998;521059.1;Hélio Leite (DEM)
Jhonatan de Jesus;REPUBLICANOS;56;2019;523538.79;465.8;520953.43;Jhonatan de Jesus (REPUBLICANOS)
ZECA CAVALCANTI;PTB;55;2017;521068.17;177.6;520890.57;ZECA CAVALCANTI (PTB)
Professora Marcivania;PCdoB;55;2016;520887.24;0.0;520887.24;Professora Marcivania (PCdoB)
Aluisio Mendes;PODE;55;2016;527391.07;6543.04;520848.03;Aluisio Mendes (PODE)
NILTON CAPIXABA;PTB;55;2018;521013.38;189.21;520824.17;NILTON CAPIXABA (PTB)
CABO SABINO;AVANTE;55;2016;521654.66;902.5;520752.16;CABO SABINO (AVANTE)
WEVERTON ROCHA;PDT;55;2017;521263.59;616.62;520646.97;WEVERTON ROCHA (PDT)
ANTÔNIA LÚCIA;PSC;54;2014;520631.48;0.0;520631.48;ANTÔNIA LÚCIA (PSC)
RODRIGO MARTINS;PSB;55;2018;522190.13;1600.35;520584.65;RODRIGO MARTINS (PSB)
Marcon;PT;55;2018;521577.77999999997;1216.6;520361.18;Marcon (PT)
Elcione Barbalho;MDB;56;2019;540304.56;16305.74;520305.46;Elcione Barbalho (MDB)
Júlio Cesar;PSD;55;2017;521592.32;312.66;520139.17;Júlio Cesar (PSD)
Mário Negromonte Jr.;PP;55;2017;520285.86;159.96;520125.9;Mário Negromonte Jr. (PP)
Aluisio Mendes;PODE;55;2017;527487.85;7117.28;520058.43;Aluisio Mendes (PODE)
Mariana Carvalho;PSDB;55;2017;520143.97000000003;100.5;520043.47000000003;Mariana Carvalho (PSDB)
Sidney Leite;PSD;56;2020;520015.16;0.0;520015.16;Sidney Leite (PSD)
Walter Alves;MDB;55;2017;519724.83;161.9;519562.93;Walter Alves (MDB)
ZECA CAVALCANTI;PTB;55;2018;561683.23;42135.56;519547.67;ZECA CAVALCANTI (PTB)
José Guimarães;PT;56;2020;537429.65;1442.93;519512.75;José Guimarães (PT)
Dr. Jaziel;PL;56;2021;517806.86;0.0;519441.36;Dr. Jaziel (PL)
CÉSAR MESSIAS;PSB;55;2018;521950.57;2562.96;519387.61;CÉSAR MESSIAS (PSB)
Edmilson Rodrigues;PSOL;55;2016;519407.55;20.47;519387.08;Edmilson Rodrigues (PSOL)
SILAS FREIRE;PODE;55;2016;527433.34;8046.96;519386.38;SILAS FREIRE (PODE)
Soraya Santos;PR;55;2018;520775.03;1578.3100000000002;519196.72000000003;Soraya Santos (PR)
José Airton Félix Cirilo;PT;55;2018;531942.06;12843.16;519098.9;José Airton Félix Cirilo (PT)
Moses Rodrigues;UNIÃO;56;2021;521930.32;672.17;519098.71;Moses Rodrigues (UNIÃO)
VENEZIANO VITAL DO RÊGO;PSB;55;2018;527588.98;1525.86;519074.83;VENEZIANO VITAL DO RÊGO (PSB)
Arthur Lira;PP;56;2019;518992.15;0.0;518992.15;Arthur Lira (PP)
José Ricardo;PT;56;2021;519936.79;944.65;518992.14;José Ricardo (PT)
Augusto Coutinho;SOLIDARIEDADE;55;2017;524151.68;1144.33;518977.38;Augusto Coutinho (SOLIDARIEDADE)
Edio Lopes;PL;56;2019;519850.39;26.0;518894.79;Edio Lopes (PL)
Wellington Roberto;PL;56;2021;518637.85;0.1;518637.75;Wellington Roberto (PL)
ANTÔNIO JÁCOME;PODE;55;2016;522407.29;733.36;518628.13;ANTÔNIO JÁCOME (PODE)
Alice Portugal;PCdoB;55;2018;521847.34;3308.1000000000004;518539.24;Alice Portugal (PCdoB)
Acácio Favacho;MDB;56;2020;520404.98;0.0;518361.08;Acácio Favacho (MDB)
JORGE CÔRTE REAL;PTB;55;2016;518841.55;543.97;518297.58;JORGE CÔRTE REAL (PTB)
Rafael Motta;PSB;55;2017;521464.75;3334.85;518129.9;Rafael Motta (PSB)
ANGELIM;PT;55;2016;521097.62;2995.12;518102.5;ANGELIM (PT)
CABUÇU BORGES;MDB;55;2017;525263.17;7300.45;517962.72;CABUÇU BORGES (MDB)
Elcione Barbalho;MDB;55;2018;521756.85;3811.9500000000003;517944.9;Elcione Barbalho (MDB)
PAUDERNEY AVELINO;DEM;55;2018;521301.9;3402.38;517899.52;PAUDERNEY AVELINO (DEM)
WILSON FILHO;PTB;55;2016;518114.04;269.65;517844.39;WILSON FILHO (PTB)
MACEDO;PP;55;2017;517773.67;20.0;517753.67;MACEDO (PP)
ROCHA;PSDB;55;2018;524616.37;6674.13;517684.78;ROCHA (PSDB)
RODRIGO MARTINS;PSB;55;2017;529897.96;3485.82;517412.14;RODRIGO MARTINS (PSB)
ADAIL CARNEIRO;PODE;55;2017;544444.01;39.9;517404.11;ADAIL CARNEIRO (PODE)
Capitão Wagner;UNIÃO;56;2021;520141.0;2806.31;517334.69;Capitão Wagner (UNIÃO)
Aline Gurgel;REPUBLICANOS;56;2021;516920.34;0.0;516841.53;Aline Gurgel (REPUBLICANOS)
RENATO MOLLING;PP;55;2016;519512.49;2773.1800000000003;516739.31;RENATO MOLLING (PP)
Victor Mendes;MDB;55;2016;517147.83;281.15999999999997;516646.3;Victor Mendes (MDB)
SÁGUAS MORAES;PT;55;2017;517517.99;911.17;516606.82;SÁGUAS MORAES (PT)
CABUÇU BORGES;MDB;55;2018;519578.44;3026.0;516552.44;CABUÇU BORGES (MDB)
Leda Sadala;PP;56;2021;519160.68;307.14;516532.27;Leda Sadala (PP)
MARCOS REATEGUI;PSD;55;2018;516380.88;0.0;516380.88;MARCOS REATEGUI (PSD)
CARLOS EDUARDO CADOCA;PDT;55;2017;523009.36;6640.91;516368.45;CARLOS EDUARDO CADOCA (PDT)
Alice Portugal;PCdoB;55;2015;524120.85033;7781.74;516339.15;Alice Portugal (PCdoB)
Professora Marcivania;PCdoB;55;2017;517990.58;1675.0;516315.58;Professora Marcivania (PCdoB)
NELSON MARCHEZAN JUNIOR;PSDB;55;2016;516753.19;493.01;516260.18;NELSON MARCHEZAN JUNIOR (PSDB)
Luizianne Lins;PT;55;2016;517225.91;1031.13;516194.78;Luizianne Lins (PT)
Wellington Roberto;PR;55;2017;516046.53;20.93;516025.6;Wellington Roberto (PR)
Pedro Uczai;PT;55;2017;517561.01;1592.03;515968.98;Pedro Uczai (PT)
José Airton Félix Cirilo;PT;55;2016;517030.54;263.28;515933.88;José Airton Félix Cirilo (PT)
LÚCIO VALE;PR;55;2016;516352.69;496.48;515856.21;LÚCIO VALE (PR)
Moses Rodrigues;MDB;55;2016;515806.73;16.92;515789.81;Moses Rodrigues (MDB)
João Marcelo Souza;MDB;56;2020;517746.08;1958.91;515762.04;João Marcelo Souza (MDB)
ANTÔNIO JÁCOME;PODE;55;2017;515827.51;93.45;515734.06;ANTÔNIO JÁCOME (PODE)
Edmilson Rodrigues;PSOL;55;2018;515624.46;135.44000000000003;515489.02;Edmilson Rodrigues (PSOL)
José Guimarães;PT;56;2021;516864.37;1420.1100000000001;515444.26;José Guimarães (PT)
Afonso Motta;PDT;56;2021;519080.13;2359.46;515392.4;Afonso Motta (PDT)
WILSON FILHO;PTB;55;2018;515930.71;706.74;515223.97000000003;WILSON FILHO (PTB)
Giovani Cherini;PL;56;2021;515968.17;872.15;515096.02;Giovani Cherini (PL)
Paes Landim;PTB;54;2014;515130.573;223.64;514906.94;Paes Landim (PTB)
Cristiano Vale;PP;56;2019;521177.34;6404.280000000001;514773.06;Cristiano Vale (PP)
Margarete Coelho;PP;56;2021;526201.85;1915.48;514683.78;Margarete Coelho (PP)
João Maia;PL;56;2021;514766.78;0.0;514617.03;João Maia (PL)
LÁZARO BOTELHO;PP;55;2017;515325.39;784.47;514540.92;LÁZARO BOTELHO (PP)
João Marcelo Souza;MDB;55;2017;517611.72;1263.9;514507.04;João Marcelo Souza (MDB)
ANTÔNIO JÁCOME;PODE;55;2018;530257.96;15807.42;514450.54;ANTÔNIO JÁCOME (PODE)
Átila Lins;PP;55;2016;514722.56;463.36;514259.2;Átila Lins (PP)
Beto Rosado;PP;55;2018;526047.17;11875.16;514172.01;Beto Rosado (PP)
Luizianne Lins;PT;55;2017;520644.6;6515.0199999999995;514129.58;Luizianne Lins (PT)
JOÃO FERNANDO COUTINHO;PROS;55;2017;514295.87;472.58000000000004;513823.29;JOÃO FERNANDO COUTINHO (PROS)
André Abdon;PP;55;2016;513867.74;111.61;513756.13;André Abdon (PP)
ALBERTO FILHO;PP;55;2016;514247.17;0.0;513720.71;ALBERTO FILHO (PP)
Zé Carlos;PT;55;2017;513970.14;271.38;513698.76;Zé Carlos (PT)
ZECA CAVALCANTI;PTB;55;2016;516129.39;65.63;513613.08;ZECA CAVALCANTI (PTB)
Juscelino Filho;UNIÃO;56;2019;523178.48;9619.08;513559.4;Juscelino Filho (UNIÃO)
Marreca Filho;PATRIOTA;56;2021;513983.95;409.23;513558.28;Marreca Filho (PATRIOTA)
LUANA COSTA;PSC;55;2017;515086.8;197.70999999999998;513267.0;LUANA COSTA (PSC)
FRANCISCO CHAPADINHA;PODE;55;2017;513850.76;559.65;513240.3;FRANCISCO CHAPADINHA (PODE)
Paulão;PT;55;2016;515181.2;2046.04;513135.16;Paulão (PT)
MACEDO;PP;55;2016;525453.93;11.309999999999999;513055.12;MACEDO (PP)
Rubens Pereira Júnior;PCdoB;55;2018;514317.75;1416.24;512901.51;Rubens Pereira Júnior (PCdoB)
Fábio Mitidieri;PSD;55;2017;512817.89;91.07;512726.82;Fábio Mitidieri (PSD)
JOSÉ OTÁVIO GERMANO;PP;55;2017;512870.7;153.13;512717.57;JOSÉ OTÁVIO GERMANO (PP)
Julio Lopes;PP;55;2017;529170.96;5726.1900000000005;512714.32;Julio Lopes (PP)
ROGÉRIO MARINHO;PSDB;55;2016;522395.11;94.44;512700.67;ROGÉRIO MARINHO (PSDB)
Covatti Filho;PP;55;2017;518466.8;5316.48;512699.49;Covatti Filho (PP)
JOSÉ REINALDO;PSDB;55;2018;512654.14;0.0;512654.14;JOSÉ REINALDO (PSDB)
CARLOS MANATO;PSL;55;2018;513255.85;792.47;512463.38;CARLOS MANATO (PSL)
Rafael Motta;PSB;56;2019;517471.02;4182.6;512403.14;Rafael Motta (PSB)
FRANCISCO CHAPADINHA;PODE;55;2016;512969.01;318.84000000000003;512305.17;FRANCISCO CHAPADINHA (PODE)
Wellington Roberto;PR;55;2018;512295.49;0.0;512295.49;Wellington Roberto (PR)
BENJAMIN MARANHÃO;MDB;55;2016;556179.02;10333.89;512245.13;BENJAMIN MARANHÃO (MDB)
BETINHO GOMES;PSDB;55;2017;512916.89;601.0600000000001;512160.04;BETINHO GOMES (PSDB)
ALFREDO KAEFER;PP;55;2017;512440.67;305.27;512135.4;ALFREDO KAEFER (PP)
Julio Lopes;PP;55;2016;526753.75;9537.960000000001;512090.44;Julio Lopes (PP)
Vaidon Oliveira;PROS;55;2017;512721.92;190.28;511943.1;Vaidon Oliveira (PROS)
Odorico Monteiro;PSB;55;2016;526558.78;2139.21;511761.97;Odorico Monteiro (PSB)
ADAIL CARNEIRO;PODE;55;2018;547572.77;14857.61;511715.19;ADAIL CARNEIRO (PODE)
ALFREDO KAEFER;PP;55;2016;512913.63;357.13;511588.3;ALFREDO KAEFER (PP)
KAIO MANIÇOBA;SOLIDARIEDADE;55;2016;511750.98;394.53000000000003;511306.39;KAIO MANIÇOBA (SOLIDARIEDADE)
Capitão Alberto Neto;PL;56;2019;511910.48;614.22;511296.26;Capitão Alberto Neto (PL)
Heitor Freire;UNIÃO;56;2021;521779.8;111.0;511286.52;Heitor Freire (UNIÃO)
Juscelino Filho;DEM;55;2016;532237.69;964.3199999999999;511256.48;Juscelino Filho (DEM)
JOÃO ARRUDA;MDB;55;2017;511236.54;4.5;511232.04;JOÃO ARRUDA (MDB)
BONIFÁCIO DE ANDRADA;PSDB;54;2013;514704.024475;3580.2799999999997;511123.7;BONIFÁCIO DE ANDRADA (PSDB)
Alan Rick;DEM;55;2018;512109.49;1013.4499999999999;511096.04;Alan Rick (DEM)
Daniel Almeida;PCdoB;55;2017;520220.71;5795.19;510825.52;Daniel Almeida (PCdoB)
LUIZ COUTO;PT;55;2018;525765.84;14962.51;510803.28;LUIZ COUTO (PT)
Eduardo da Fonte;PP;56;2019;511107.42;0.0;510786.14;Eduardo da Fonte (PP)
Covatti Filho;PP;55;2016;515760.23;5054.07;510706.16;Covatti Filho (PP)
SIBÁ MACHADO;PT;55;2015;512590.61;1711.54;510693.25;SIBÁ MACHADO (PT)
Igor Kannário;UNIÃO;56;2019;511592.63;913.03;510679.6;Igor Kannário (UNIÃO)
CARLOS MARUN;MDB;55;2017;512293.16;1476.1699999999998;510662.64;CARLOS MARUN (MDB)
ARNON BEZERRA;PTB;55;2016;512312.07;710.21;510601.86;ARNON BEZERRA (PTB)
CARLOS MARUN;MDB;55;2016;511067.94;604.27;510463.67;CARLOS MARUN (MDB)
LUCIANA SANTOS;PCdoB;55;2016;515194.06;997.28;510396.78;LUCIANA SANTOS (PCdoB)
JORGINHO MELLO;PR;55;2017;510836.65;473.19;510363.46;JORGINHO MELLO (PR)
Iracema Portella;PP;55;2017;510980.63;148.82;510320.88;Iracema Portella (PP)
Sebastião Oliveira;AVANTE;56;2019;516322.93;5318.54;510318.14;Sebastião Oliveira (AVANTE)
Júnior Mano;PL;56;2021;513034.12;304.78999999999996;510252.64;Júnior Mano (PL)
FÁTIMA PELAES;PMDB;54;2014;521397.66;11328.66;510069.0;FÁTIMA PELAES (PMDB)
PEPE VARGAS;PT;55;2016;510240.39;191.91;510015.36;PEPE VARGAS (PT)
Augusto Coutinho;SOLIDARIEDADE;55;2018;511285.16;1258.16;509918.0;Augusto Coutinho (SOLIDARIEDADE)
José Airton Félix Cirilo;PT;56;2021;510130.92;243.93;509886.99;José Airton Félix Cirilo (PT)
Acácio Favacho;MDB;56;2021;510005.74;162.64;509811.58;Acácio Favacho (MDB)
PAULO CESAR QUARTIERO;DEM;54;2014;510406.09;744.68;509660.07;PAULO CESAR QUARTIERO (DEM)
RAUL LIMA;PP**;54;2014;509623.02999999997;20.25;509602.77999999997;RAUL LIMA (PP**)
Danilo Forte;UNIÃO;56;2021;512931.15;3426.9900000000002;509489.0;Danilo Forte (UNIÃO)
Daniel Almeida;PCdoB;55;2018;510290.43;871.54;509418.89;Daniel Almeida (PCdoB)
Pedro Lucas Fernandes;UNIÃO;56;2020;509692.85;275.82;509417.03;Pedro Lucas Fernandes (UNIÃO)
Maria do Rosário;PT;55;2018;512965.68;3087.13;509373.89;Maria do Rosário (PT)
CÉSAR HALUM;PRB;55;2017;513022.87;1876.6;509258.93;CÉSAR HALUM (PRB)
Leônidas Cristino;PDT;56;2019;509642.26;303.1;509214.56;Leônidas Cristino (PDT)
MARCELO CASTRO;MDB;55;2017;509302.79;146.26;509156.53;MARCELO CASTRO (MDB)
Vavá Martins;REPUBLICANOS;56;2021;509906.55;671.97;509056.96;Vavá Martins (REPUBLICANOS)
ALEX CANZIANI;PTB;55;2017;526406.17;13105.689999999999;508878.74;ALEX CANZIANI (PTB)
FRANCISCO CHAPADINHA;PODE;55;2018;509884.64;1007.58;508877.06;FRANCISCO CHAPADINHA (PODE)
JOÃO RODRIGUES;PSD;55;2017;515426.65;2623.83;508802.82;JOÃO RODRIGUES (PSD)
HISSA ABRAHÃO;PDT;55;2015;515014.57;307.7;508706.87;HISSA ABRAHÃO (PDT)
Sebastião Oliveira;AVANTE;56;2021;511606.71;2921.43;508685.28;Sebastião Oliveira (AVANTE)
Efraim Filho;DEM;55;2018;509609.97;939.3;508670.67;Efraim Filho (DEM)
Uldurico Junior;PPL;55;2016;510942.54;340.39;508602.15;Uldurico Junior (PPL)
Edmilson Rodrigues;PSOL;56;2019;510814.99;74.68;508482.59;Edmilson Rodrigues (PSOL)
Domingos Neto;PSD;56;2021;509893.27;866.51;508457.8;Domingos Neto (PSD)
Augusto Coutinho;SOLIDARIEDADE;55;2016;508954.29;604.87;508349.42;Augusto Coutinho (SOLIDARIEDADE)
Juscelino Filho;UNIÃO;56;2021;517121.49;8656.63;508214.16;Juscelino Filho (UNIÃO)
Alceu Moreira;MDB;55;2017;512148.38;2085.49;508100.62;Alceu Moreira (MDB)
Haroldo Cathedral;PSD;56;2019;508193.22;181.73;508011.49;Haroldo Cathedral (PSD)
Walter Alves;MDB;55;2018;509430.41;1476.08;507954.33;Walter Alves (MDB)
Nicoletti;UNIÃO;56;2021;507910.76;32.26;507878.5;Nicoletti (UNIÃO)
Delegado Éder Mauro;PSD;55;2018;507797.73;2.1;507795.63;Delegado Éder Mauro (PSD)
Paulão;PT;55;2017;509534.75;1804.18;507730.57;Paulão (PT)
Sidney Leite;PSD;56;2019;524449.81;1795.08;507654.73;Sidney Leite (PSD)
Cleber Verde;PRB;55;2018;518924.94;11171.33;507627.07;Cleber Verde (PRB)
MARINALDO ROSENDO;PP;55;2016;511454.92;3887.1099999999997;507567.81;MARINALDO ROSENDO (PP)
ADALBERTO CAVALCANTI;AVANTE;55;2017;508087.4;530.33;507557.07;ADALBERTO CAVALCANTI (AVANTE)
JOSÉ REINALDO;PSDB;55;2017;507508.73;5.66;507503.07;JOSÉ REINALDO (PSDB)
ADALBERTO CAVALCANTI;AVANTE;55;2016;511339.5;830.13;507457.49;ADALBERTO CAVALCANTI (AVANTE)
JOSE STÉDILE;PSB;55;2017;508293.95;839.8399999999999;507454.11;JOSE STÉDILE (PSB)
José Airton Félix Cirilo;PT;56;2020;507510.51;64.18;507446.33;José Airton Félix Cirilo (PT)
Domingos Neto;PSD;56;2019;507379.45;0.0;507379.45;Domingos Neto (PSD)
JOZI ARAÚJO;PODE;55;2016;507407.29;68.95;507338.34;JOZI ARAÚJO (PODE)
Delegado Éder Mauro;PSD;55;2017;508844.13;1474.97;507232.89;Delegado Éder Mauro (PSD)
Marreca Filho;PATRIOTA;56;2020;507330.06;105.64;507224.42;Marreca Filho (PATRIOTA)
Gonzaga Patriota;PSB;55;2016;515616.37;5210.0599999999995;506961.71;Gonzaga Patriota (PSB)
SIBÁ MACHADO;PT;54;2014;509977.0756;3156.25;506820.82;SIBÁ MACHADO (PT)
Beto Faro;PT;56;2021;509852.73;0.0;506819.43;Beto Faro (PT)
LUIZ CLÁUDIO;PR;55;2018;507286.4;506.88;506779.52;LUIZ CLÁUDIO (PR)
SILAS FREIRE;PODE;55;2017;522364.73;631.98;506732.75;SILAS FREIRE (PODE)
JOÃO DERLY;REDE;55;2017;507831.79;1113.81;506717.98;JOÃO DERLY (REDE)
Tadeu Alencar;PSB;56;2019;507720.51;1004.4499999999999;506664.76;Tadeu Alencar (PSB)
Hugo Motta;PRB;55;2017;514425.66;5844.57;506581.09;Hugo Motta (PRB)
JARBAS VASCONCELOS;MDB;55;2017;507835.6;116.94999999999999;506558.39;JARBAS VASCONCELOS (MDB)
ANDRÉ AMARAL;PROS;55;2018;529142.4;2604.65;506537.75;ANDRÉ AMARAL (PROS)
Eduardo Costa;PSD;56;2020;506584.64;182.95999999999998;506401.68;Eduardo Costa (PSD)
Delegado Éder Mauro;PL;56;2021;507159.98;0.0;506361.75;Delegado Éder Mauro (PL)
SÉRGIO MORAES;PTB;55;2015;508584.955;2338.02;506246.96;SÉRGIO MORAES (PTB)
Efraim Filho;UNIÃO;56;2020;506251.53;148.0;506103.53;Efraim Filho (UNIÃO)
Átila Lins;PSD;56;2021;506498.52999999997;406.56;506091.97;Átila Lins (PSD)
PEPE VARGAS;PT;55;2017;506579.63;253.63;506091.35;PEPE VARGAS (PT)
Delegado Éder Mauro;PSD;55;2016;506475.86;395.53;506068.60000000003;Delegado Éder Mauro (PSD)
Jesus Sérgio;PDT;56;2019;509721.94;1138.65;506068.13;Jesus Sérgio (PDT)
Cleber Verde;PRB;55;2016;520077.66000000003;50.89;506026.77;Cleber Verde (PRB)
Capitão Fábio Abreu;PSD;56;2021;506950.52;1030.18;505920.33999999997;Capitão Fábio Abreu (PSD)
José Nunes;PSD;55;2018;509332.77;3170.08;505918.44;José Nunes (PSD)
Elmar Nascimento;DEM;55;2017;511490.76;1677.37;505797.54;Elmar Nascimento (DEM)
Natália Bonavides;PT;56;2021;505846.12;120.35;505725.77;Natália Bonavides (PT)
Juscelino Filho;UNIÃO;56;2020;513288.45;7540.09;505725.16;Juscelino Filho (UNIÃO)
Beto Faro;PT;56;2020;511665.31;6038.11;505627.2;Beto Faro (PT)
Victor Mendes;MDB;55;2017;508439.27999999997;2868.89;505570.39;Victor Mendes (MDB)
CAJAR NARDES;PODE;55;2018;506484.97;1029.23;505455.74;CAJAR NARDES (PODE)
Zeca Dirceu;PT;56;2019;509235.64;3843.2400000000002;505392.4;Zeca Dirceu (PT)
Júlio Cesar;PSD;55;2018;506260.2;624.21;505380.06;Júlio Cesar (PSD)
Vaidon Oliveira;PROS;55;2018;513945.4;8599.56;505345.84;Vaidon Oliveira (PROS)
Hildo Rocha;MDB;56;2021;505335.18;25.39;505309.79;Hildo Rocha (MDB)
JANETE CAPIBERIBE;PSB;55;2017;505611.83;455.22;505156.61;JANETE CAPIBERIBE (PSB)
GIVALDO CARIMBÃO;AVANTE;55;2018;505116.13;118.36;504997.77;GIVALDO CARIMBÃO (AVANTE)
Maria do Rosário;PT;55;2017;506860.43;1730.81;504988.22;Maria do Rosário (PT)
Wilson Santiago;REPUBLICANOS;56;2021;507821.09;2755.05;504974.2;Wilson Santiago (REPUBLICANOS)
Shéridan;PSDB;55;2015;506479.64;924.87;504966.44;Shéridan (PSDB)
GIVALDO CARIMBÃO;AVANTE;55;2017;505338.56;423.03999999999996;504915.51999999996;GIVALDO CARIMBÃO (AVANTE)
Luiz Carlos;PSDB;56;2020;512314.97;1506.98;504807.99;Luiz Carlos (PSDB)
GIVALDO CARIMBÃO;AVANTE;55;2016;505094.04;316.62;504777.42;GIVALDO CARIMBÃO (AVANTE)
André Fufuca;PP;55;2015;509691.7;4973.33;504718.37;André Fufuca (PP)
Nilson Pinto;PSDB;56;2019;505580.5;267.58;504457.08;Nilson Pinto (PSDB)
DELEGADO FRANCISCHINI;PSL;55;2017;515010.8;2087.25;504423.55;DELEGADO FRANCISCHINI (PSL)
MARCO MAIA;PT;55;2018;524790.68;4015.71;504268.89;MARCO MAIA (PT)
ANTONIO IMBASSAHY;PSDB;55;2018;504360.83;106.05;504254.78;ANTONIO IMBASSAHY (PSDB)
ROSINHA DA ADEFAL;AVANTE;55;2017;504635.38;413.82;504221.56;ROSINHA DA ADEFAL (AVANTE)
Frei Anastacio Ribeiro;PT;56;2020;504614.26;189.04;504180.81;Frei Anastacio Ribeiro (PT)
ANDRÉ AMARAL;PROS;55;2017;504203.87;14.559999999999999;504064.57;ANDRÉ AMARAL (PROS)
Jhonatan de Jesus;PRB;54;2014;509683.96769;5652.0;504031.97;Jhonatan de Jesus (PRB)
ROBERTO BRITTO;PP;55;2017;505725.49;1733.92;503991.57;ROBERTO BRITTO (PP)
BETINHO GOMES;PSDB;55;2016;508928.18;4940.92;503987.26;BETINHO GOMES (PSDB)
Nilson Pinto;PSDB;55;2016;504649.45;737.49;503911.96;Nilson Pinto (PSDB)
Darcísio Perondi;MDB;55;2016;510982.82;7079.32;503903.5;Darcísio Perondi (MDB)
MANDETTA;DEM;55;2016;517076.71;1199.74;503867.97000000003;MANDETTA (DEM)
VILSON COVATTI;PP**;54;2014;513846.3591;10116.06;503730.32;VILSON COVATTI (PP**)
Nivaldo Albuquerque;PTB;55;2017;503700.45;0.0;503700.45;Nivaldo Albuquerque (PTB)
AJ Albuquerque;PP;56;2021;504213.74;535.71;503678.03;AJ Albuquerque (PP)
Vaidon Oliveira;UNIÃO;56;2021;503927.61;291.25;503636.36;Vaidon Oliveira (UNIÃO)
Marcon;PT;55;2016;505791.18;2157.13;503613.05;Marcon (PT)
Silas Câmara;REPUBLICANOS;56;2019;503608.27;213.87;503394.4;Silas Câmara (REPUBLICANOS)
Ruy Carneiro;PSC;56;2020;504257.49;597.27;503338.77;Ruy Carneiro (PSC)
Laercio Oliveira;PP;56;2021;504239.36;70.04;503212.16000000003;Laercio Oliveira (PP)
ADALBERTO CAVALCANTI;AVANTE;55;2018;503825.35;615.66;503209.69;ADALBERTO CAVALCANTI (AVANTE)
BETINHO GOMES;PSDB;55;2018;509078.07;6006.240000000001;503071.8;BETINHO GOMES (PSDB)
SÁGUAS MORAES;PT;55;2018;507095.95;4038.51;503057.44;SÁGUAS MORAES (PT)
PEPE VARGAS;PT;55;2018;504679.83;1623.26;503056.57;PEPE VARGAS (PT)
CÍCERO ALMEIDA;PHS;55;2017;503220.97000000003;201.61999999999998;503019.35;CÍCERO ALMEIDA (PHS)
Ricardo Teobaldo;PODE;55;2017;506813.81;3810.29;503003.52;Ricardo Teobaldo (PODE)
CARLOS ANDRADE;PHS;55;2015;506659.93;3558.5099999999998;502944.27;CARLOS ANDRADE (PHS)
Bohn Gass;PT;55;2017;509176.87;6302.58;502874.29;Bohn Gass (PT)
LÁZARO BOTELHO;PP;55;2016;503124.47000000003;256.29;502868.18;LÁZARO BOTELHO (PP)
Sidney Leite;PSD;56;2021;502857.74;0.01;502857.73;Sidney Leite (PSD)
Daniel Almeida;PCdoB;55;2016;508960.85;6107.79;502853.06;Daniel Almeida (PCdoB)
Hélio Leite;UNIÃO;56;2021;503378.55;561.1800000000001;502817.37;Hélio Leite (UNIÃO)
MARCO MAIA;PT;55;2016;508407.22;5517.9;502734.82;MARCO MAIA (PT)
ALEX CANZIANI;PTB;55;2018;525020.1;17587.97;502385.3;ALEX CANZIANI (PTB)
Delegado Éder Mauro;PL;56;2019;509689.46;6905.0;502377.98;Delegado Éder Mauro (PL)
RONALDO BENEDET;MDB;55;2017;508501.81;6622.52;501879.29;RONALDO BENEDET (MDB)
Jéssica Sales;MDB;56;2019;502410.55;0.0;501766.15;Jéssica Sales (MDB)
Nivaldo Albuquerque;REPUBLICANOS;56;2020;500381.48;0.0;501671.12;Nivaldo Albuquerque (REPUBLICANOS)
Josivaldo JP;PSD;56;2021;518674.99;323.67;501611.77;Josivaldo JP (PSD)
Fábio Mitidieri;PSD;55;2018;501619.86;48.83;501571.03;Fábio Mitidieri (PSD)
Átila Lins;PSD;56;2019;501902.67;337.23;501565.44;Átila Lins (PSD)
Hugo Motta;REPUBLICANOS;56;2021;501937.57;377.05;501560.52;Hugo Motta (REPUBLICANOS)
João Marcelo Souza;MDB;56;2021;504778.15;3266.9;501511.25;João Marcelo Souza (MDB)
Ricardo Teobaldo;PODE;55;2016;501560.39;52.89999999999999;501507.49;Ricardo Teobaldo (PODE)
Jerônimo Goergen;PP;56;2019;509533.09;2831.84;501404.60000000003;Jerônimo Goergen (PP)
Olival Marques;MDB;56;2020;506509.92;248.99;501213.04;Olival Marques (MDB)
Bohn Gass;PT;55;2016;504973.18;3267.87;501071.27999999997;Bohn Gass (PT)
Júlio Cesar;PSD;56;2021;503395.17;2331.35;501063.82;Júlio Cesar (PSD)
Silas Câmara;PSD;54;2014;501028.9;0.0;501028.9;Silas Câmara (PSD)
EVANDRO MILHOMEN;PCdoB;54;2014;502828.53;1810.46;501018.07;EVANDRO MILHOMEN (PCdoB)
Flaviano Melo;MDB;56;2019;512371.8;4542.84;500942.07;Flaviano Melo (MDB)
Fernando Monteiro;PP;55;2017;502537.47;1614.97;500922.5;Fernando Monteiro (PP)
ARNALDO JORDY;PPS;55;2015;502490.72;642.36;500772.13;ARNALDO JORDY (PPS)
Frei Anastacio Ribeiro;PT;56;2021;500748.17;10.44;500737.73;Frei Anastacio Ribeiro (PT)
Mário Negromonte Jr.;PP;55;2018;500686.5;12.39;500674.11;Mário Negromonte Jr. (PP)
