,nome,partido,posicionamento,ano,posicionamento_id
7480,Odorico Monteiro,PSB,Centro-esquerda,2018,1
7481,Veneziano Vital do Rêgo,PSB,Centro-esquerda,2018,1
7482,Evandro Gussi,PV,Centro-esquerda,2018,1
7483,Flaviano Melo,MDB,Centro,2018,2
7484,Ademir Camilo,MDB,Centro,2018,2
7485,Alexandre Leite,DEM,Centro-direita,2018,3
7486,Carlos Bezerra,MDB,Centro,2018,2
7487,Celso Jacob,MDB,Centro,2018,2
7488,Eron Bezerra,PCdoB,Esquerda,2018,0
7489,Fábio Faria,PSD,Centro,2018,2
7490,Freire Júnior,MDB,Centro,2018,2
7491,Giacobo,PR,Direita,2018,4
7492,Washington Coração Valente,PDT,Centro-esquerda,2018,1
7493,Domingos Neto,PSD,Centro,2018,2
7494,Uldurico Junior,PV,Centro-esquerda,2018,1
7495,João Paulo Kleinübing,PSD,Centro,2018,2
7496,Bonifácio de Andrada,DEM,Centro-direita,2018,3
7497,Osmar Bertoldi,DEM,Centro-direita,2018,3
7498,Arthur Oliveira Maia,PPS,Centro,2018,2
7499,Carlos Andrade,PHS,Centro-direita,2018,3
7500,Cícero Almeida,PHS,Centro-direita,2018,3
7501,Givaldo Carimbão,PHS,Centro-direita,2018,3
7502,Hugo Leal,PSB,Centro-esquerda,2018,1
7503,Luana Costa,PSB,Centro-esquerda,2018,1
7504,Marcelo Matos,PHS,Centro-direita,2018,3
7505,André Amaral,PMDB,Centro,2018,2
7506,Beto Mansur,PRB,Centro-direita,2018,3
7507,Bilac Pinto,PR,Direita,2018,4
7508,Brunny,PR,Direita,2018,4
7509,Cabo Sabino,PR,Direita,2018,4
7510,Celso Pansera,PMDB,Centro,2018,2
7511,Diego Garcia,PHS,Centro-direita,2018,3
7512,Elizeu Dionizio,PSDB,Centro,2018,2
7513,Laura Carneiro,PMDB,Centro,2018,2
7514,Lincoln Portela,PRB,Centro-direita,2018,3
7515,Soraya Santos,PMDB,Centro,2018,2
7516,Vicente Arruda,PDT,Centro-esquerda,2018,1
7517,Erivelton Santana,PEN,Direita,2018,4
7518,Heráclito Fortes,PSB,Centro-esquerda,2018,1
7519,João Fernando Coutinho,PSB,Centro-esquerda,2018,1
7520,Junior Marreca,PEN,Direita,2018,4
7521,Pr. Marco Feliciano,PSC,Direita,2018,4
7522,Walney Rocha,PEN,Direita,2018,4
7523,Arolde de Oliveira,PSC,Direita,2018,4
7524,Arthur Virgílio Bisneto,PSDB,Centro,2018,2
7525,Andre Moura,PSC,Direita,2018,4
7526,Zenaide Maia,PHS,Centro-direita,2018,3
7527,Miguel Corrêa,PT,Esquerda,2018,0
7528,Gabriel Guimarães,PT,Esquerda,2018,0
7529,Freitas do PT,PT,Esquerda,2018,0
7530,Uldurico Junior,PPL,Esquerda,2018,0
7531,Fábio Ramalho,PMDB,Centro,2018,2
7532,Cabo Daciolo,PEN,Direita,2018,4
7533,Pastor Eurico,PEN,Direita,2018,4
7534,Xuxu Dal Molin,PSC,Direita,2018,4
7535,Covatti Filho,PP,Direita,2018,4
7536,Jerônimo Goergen,PP,Direita,2018,4
7537,Luis Carlos Heinze,PP,Direita,2018,4
7538,Roman,PSD,Centro,2018,2
7539,Josué Bengtson,PTB,Direita,2018,4
7540,Zé Silva,SD,Centro,2018,2
7541,Alfredo Kaefer,PSL,Direita,2018,4
7542,Abílio Santana,PL,Centro-direita,2019,3
7543,Abou Anni,PSL,Direita,2019,4
7544,Adolfo Viana,PSDB,Centro,2019,2
7545,Adriana Ventura,NOVO,Direita,2019,4
7546,Afonso Florence,PT,Esquerda,2019,0
7547,Airton Faleiro,PT,Esquerda,2019,0
7548,Alê Silva,PSL,Direita,2019,4
7549,Alencar Santana,PT,Esquerda,2019,0
7550,Alessandro Molon,PSB,Centro-esquerda,2019,1
7551,Alex Santana,PDT,Centro-esquerda,2019,1
7552,Alexandre Frota,PSL,Direita,2019,4
7553,Alexandre Leite,DEM,Centro-direita,2019,3
7554,Alexandre Padilha,PT,Esquerda,2019,0
7555,Alexandre Serfiotis,PSD,Centro,2019,2
7556,Alice Portugal,PCdoB,Esquerda,2019,0
7557,Aline Sleutjes,PSL,Direita,2019,4
7558,Altineu Côrtes,PL,Centro-direita,2019,3
7559,Amaro Neto,PRB,Centro-direita,2019,3
7560,André de Paula,PSD,Centro,2019,2
7561,Antonio Brito,PSD,Centro,2019,2
7562,Aroldo Martins,PRB,Centro-direita,2019,3
7563,Átila Lira,PSB,Centro-esquerda,2019,1
7564,Áurea Carolina,PSOL,Esquerda,2019,0
7565,Benedita da Silva,PT,Esquerda,2019,0
7566,Benes Leocádio,PRB,Centro-direita,2019,3
7567,Beto Faro,PT,Esquerda,2019,0
7568,Beto Pereira,PSDB,Centro,2019,2
7569,Bia Cavassa,PSDB,Centro,2019,2
7570,Bia Kicis,PSL,Direita,2019,4
7571,Bilac Pinto,DEM,Centro-direita,2019,3
7572,Bira do Pindaré,PSB,Centro-esquerda,2019,1
7573,Boca Aberta,PROS,Centro,2019,2
7574,Bosco Costa,PL,Centro-direita,2019,3
7575,Camilo Capiberibe,PSB,Centro-esquerda,2019,1
7576,Capitão Alberto Neto,PRB,Centro-direita,2019,3
7577,Capitão Augusto,PL,Centro-direita,2019,3
7578,Capitão Wagner,PROS,Centro,2019,2
7579,Carlos Henrique Gaguim,DEM,Centro-direita,2019,3
7580,Carlos Jordy,PSL,Direita,2019,4
7581,Carlos Sampaio,PSDB,Centro,2019,2
7582,Carlos Veras,PT,Esquerda,2019,0
7583,Carlos Zarattini,PT,Esquerda,2019,0
7584,Carmen Zanotto,CIDADANIA,Centro,2019,2
7585,Caroline de Toni,PSL,Direita,2019,4
7586,Cássio Andrade,PSB,Centro-esquerda,2019,1
7587,Célio Moura,PT,Esquerda,2019,0
7588,Célio Silveira,PSDB,Centro,2019,2
7589,Célio Studart,PV,Centro-esquerda,2019,1
7590,Celso Sabino,PSDB,Centro,2019,2
7591,Charles Fernandes,PSD,Centro,2019,2
7592,Charlles Evangelista,PSL,Direita,2019,4
7593,Chico D`Angelo,PDT,Centro-esquerda,2019,1
7594,Chris Tonietto,PSL,Direita,2019,4
7595,Clarissa Garotinho,PROS,Centro,2019,2
7596,Cleber Verde,PRB,Centro-direita,2019,3
7597,Coronel Armando,PSL,Direita,2019,4
7598,Coronel Chrisóstomo,PSL,Direita,2019,4
7599,Coronel Tadeu,PSL,Direita,2019,4
7600,Cristiano Vale,PL,Centro-direita,2019,3
7601,Dagoberto Nogueira,PDT,Centro-esquerda,2019,1
7602,Damião Feliciano,PDT,Centro-esquerda,2019,1
7603,Daniel Coelho,CIDADANIA,Centro,2019,2
7604,Daniel Freitas,PSL,Direita,2019,4
7605,Daniel Silveira,PSL,Direita,2019,4
7606,Daniel Trzeciak,PSDB,Centro,2019,2
7607,Danilo Cabral,PSB,Centro-esquerda,2019,1
7608,Darci de Matos,PSD,Centro,2019,2
7609,David Miranda,PSOL,Esquerda,2019,0
7610,David Soares,DEM,Centro-direita,2019,3
7611,Delegado Antônio Furtado,PSL,Direita,2019,4
7612,Delegado Éder Mauro,PSD,Centro,2019,2
7613,Delegado Marcelo Freitas,PSL,Direita,2019,4
7614,Delegado Pablo,PSL,Direita,2019,4
7615,Denis Bezerra,PSB,Centro-esquerda,2019,1
7616,Diego Andrade,PSD,Centro,2019,2
7617,Domingos Sávio,PSDB,Centro,2019,2
7618,Dr. Luiz Ovando,PSL,Direita,2019,4
7619,Dr. Zacharias Calil,DEM,Centro-direita,2019,3
7620,Dra. Soraya Manato,PSL,Direita,2019,4
7621,Edio Lopes,PL,Centro-direita,2019,3
7622,Edmilson Rodrigues,PSOL,Esquerda,2019,0
7623,Edna Henrique,PSDB,Centro,2019,2
7624,Eduardo Barbosa,PSDB,Centro,2019,2
7625,Eduardo Bismarck,PDT,Centro-esquerda,2019,1
7626,Eduardo Bolsonaro,PSL,Direita,2019,4
7627,Efraim Filho,DEM,Centro-direita,2019,3
7628,Elias Vaz,PSB,Centro-esquerda,2019,1
7629,Emidinho Madeira,PSB,Centro-esquerda,2019,1
7630,Enio Verri,PT,Esquerda,2019,0
7631,Enrico Misasi,PV,Centro-esquerda,2019,1
7632,Eros Biondini,PROS,Centro,2019,2
7633,Euclydes Pettersen,PSC,Direita,2019,4
7634,Fábio Henrique,PDT,Centro-esquerda,2019,1
7635,Fábio Mitidieri,PSD,Centro,2019,2
7636,Fábio Trad,PSD,Centro,2019,2
7637,Felício Laterça,PSL,Direita,2019,4
7638,Felipe Carreras,PSB,Centro-esquerda,2019,1
7639,Felipe Francischini,PSL,Direita,2019,4
7640,Felipe Rigoni,PSB,Centro-esquerda,2019,1
7641,Félix Mendonça Júnior,PDT,Centro-esquerda,2019,1
7642,Fernando Coelho Filho,DEM,Centro-direita,2019,3
7643,Filipe Barros,PSL,Direita,2019,4
7644,Flávia Arruda,PL,Centro-direita,2019,3
7645,Flávia Morais,PDT,Centro-esquerda,2019,1
7646,Flávio Nogueira,PDT,Centro-esquerda,2019,1
7647,Francisco Jr.,PSD,Centro,2019,2
7648,Gelson Azevedo,PL,Centro-direita,2019,3
7649,Geovania de Sá,PSDB,Centro,2019,2
7650,Gil Cutrim,PDT,Centro-esquerda,2019,1
7651,Gilberto Nascimento,PSC,Direita,2019,4
7652,Glauber Braga,PSOL,Esquerda,2019,0
7653,Glaustin da Fokus,PSC,Direita,2019,4
7654,Gleisi Hoffmann,PT,Esquerda,2019,0
7655,Gonzaga Patriota,PSB,Centro-esquerda,2019,1
7656,Guiga Peixoto,PSL,Direita,2019,4
7657,Gurgel,PSL,Direita,2019,4
7658,Hélio Leite,DEM,Centro-direita,2019,3
7659,Helio Lopes,PSL,Direita,2019,4
7660,Henrique Fontana,PT,Esquerda,2019,0
7661,Idilvan Alencar,PDT,Centro-esquerda,2019,1
7662,Ivan Valente,PSOL,Esquerda,2019,0
7663,Jefferson Campos,PSB,Centro-esquerda,2019,1
7664,João Daniel,PT,Esquerda,2019,0
7665,João H. Campos,PSB,Centro-esquerda,2019,1
7666,João Maia,PL,Centro-direita,2019,3
7667,João Roma,PRB,Centro-direita,2019,3
7668,Joaquim Passarinho,PSD,Centro,2019,2
7669,Joenia Wapichana,REDE,Centro-esquerda,2019,1
7670,Jorge Braz,PRB,Centro-direita,2019,3
7671,Jorge Solla,PT,Esquerda,2019,0
7672,Jose Mario Schreiner,DEM,Centro-direita,2019,3
7673,José Nunes,PSD,Centro,2019,2
7674,José Ricardo,PT,Esquerda,2019,0
7675,Joseildo Ramos,PT,Esquerda,2019,0
7676,Julian Lemos,PSL,Direita,2019,4
7677,Júlio Cesar,PSD,Centro,2019,2
7678,Julio Cesar Ribeiro,PRB,Centro-direita,2019,3
7679,Júlio Delgado,PSB,Centro-esquerda,2019,1
7680,Juninho do Pneu,DEM,Centro-direita,2019,3
7681,Junio Amaral,PSL,Direita,2019,4
7682,Júnior Mano,PL,Centro-direita,2019,3
7683,Juscelino Filho,DEM,Centro-direita,2019,3
7684,Kim Kataguiri,DEM,Centro-direita,2019,3
7685,Lauriete,PL,Centro-direita,2019,3
7686,Leandre,PV,Centro-esquerda,2019,1
7687,Léo Motta,PSL,Direita,2019,4
7688,Leonardo Monteiro,PT,Esquerda,2019,0
7689,Leônidas Cristino,PDT,Centro-esquerda,2019,1
7690,Leur Lomanto Júnior,DEM,Centro-direita,2019,3
7691,Lídice da Mata,PSB,Centro-esquerda,2019,1
7692,Lincoln Portela,PL,Centro-direita,2019,3
7693,Liziane Bayer,PSB,Centro-esquerda,2019,1
7694,Lourival Gomes,PSL,Direita,2019,4
7695,Luciano Ducci,PSB,Centro-esquerda,2019,1
7696,Luis Miranda,DEM,Centro-direita,2019,3
7697,Luiz Carlos Motta,PL,Centro-direita,2019,3
7698,Luiz Flávio Gomes,PSB,Centro-esquerda,2019,1
7699,Luiz Lima,PSL,Direita,2019,4
7700,Luiz Nishimori,PL,Centro-direita,2019,3
7701,Luiz Philippe de Orleans e Bragança,PSL,Direita,2019,4
7702,Luiza Erundina,PSOL,Esquerda,2019,0
7703,Luizão Goulart,PRB,Centro-direita,2019,3
7704,Magda Mofatto,PL,Centro-direita,2019,3
7705,Manuel Marcos,PRB,Centro-direita,2019,3
7706,Mara Rocha,PSDB,Centro,2019,2
7707,Marcel van Hattem,NOVO,Direita,2019,4
7708,Marcelo Brum,PSL,Direita,2019,4
7709,Marcelo Calero,CIDADANIA,Centro,2019,2
7710,Marcelo Freixo,PSOL,Esquerda,2019,0
7711,Marcelo Nilo,PSB,Centro-esquerda,2019,1
7712,Marcelo Ramos,PL,Centro-direita,2019,3
7713,Marcio Alvino,PL,Centro-direita,2019,3
7714,Márcio Labre,PSL,Direita,2019,4
7715,Márcio Marinho,PRB,Centro-direita,2019,3
7716,Marco Bertaiolli,PSD,Centro,2019,2
7717,Margarida Salomão,PT,Esquerda,2019,0
7718,Maria do Rosário,PT,Esquerda,2019,0
7719,Maria Rosas,PRB,Centro-direita,2019,3
7720,Mariana Carvalho,PSDB,Centro,2019,2
7721,Mauro Nazif,PSB,Centro-esquerda,2019,1
7722,Miguel Lombardi,PL,Centro-direita,2019,3
7723,Misael Varella,PSD,Centro,2019,2
7724,Nelson Barbudo,PSL,Direita,2019,4
7725,Nelson Pellegrino,PT,Esquerda,2019,0
7726,Nereu Crispim,PSL,Direita,2019,4
7727,Nicoletti,PSL,Direita,2019,4
7728,Norma Ayub,DEM,Centro-direita,2019,3
7729,Olival Marques,DEM,Centro-direita,2019,3
7730,Orlando Silva,PCdoB,Esquerda,2019,0
7731,Osires Damaso,PSC,Direita,2019,4
7732,Ossesio Silva,PRB,Centro-direita,2019,3
7733,Otoni de Paula,PSC,Direita,2019,4
7734,Otto Alencar Filho,PSD,Centro,2019,2
7735,Padre João,PT,Esquerda,2019,0
7736,Patrus Ananias,PT,Esquerda,2019,0
7737,Paula Belmonte,CIDADANIA,Centro,2019,2
7738,Paulão,PT,Esquerda,2019,0
7739,Paulo Eduardo Martins,PSC,Direita,2019,4
7740,Paulo Freire Costa,PL,Centro-direita,2019,3
7741,Paulo Ganime,NOVO,Direita,2019,4
7742,Paulo Guedes,PT,Esquerda,2019,0
7743,Pedro Uczai,PT,Esquerda,2019,0
7744,Policial Katia Sastre,PL,Centro-direita,2019,3
7745,Professor Israel Batista,PV,Centro-esquerda,2019,1
7746,Professor Joziel,PSL,Direita,2019,4
7747,Professora Dayane Pimentel,PSL,Direita,2019,4
7748,Professora Dorinha Seabra Rezende,DEM,Centro-direita,2019,3
7749,Professora Rosa Neide,PT,Esquerda,2019,0
7750,Rafael Motta,PSB,Centro-esquerda,2019,1
7751,Raimundo Costa,PL,Centro-direita,2019,3
7752,Reinhold Stephanes Junior,PSD,Centro,2019,2
7753,Rejane Dias,PT,Esquerda,2019,0
7754,Ricardo Guidi,PSD,Centro,2019,2
7755,Robério Monteiro,PDT,Centro-esquerda,2019,1
7756,Roberto Alves,PRB,Centro-direita,2019,3
7757,Roberto Pessoa,PSDB,Centro,2019,2
7758,Rodrigo Agostinho,PSB,Centro-esquerda,2019,1
7759,Rodrigo Coelho,PSB,Centro-esquerda,2019,1
7760,Rodrigo de Castro,PSDB,Centro,2019,2
7761,Rogério Correia,PT,Esquerda,2019,0
7762,Roman,PSD,Centro,2019,2
7763,Rosana Valle,PSB,Centro-esquerda,2019,1
7764,Rose Modesto,PSDB,Centro,2019,2
7765,Rui Falcão,PT,Esquerda,2019,0
7766,Ruy Carneiro,PSDB,Centro,2019,2
7767,Samuel Moreira,PSDB,Centro,2019,2
7768,Sanderson,PSL,Direita,2019,4
7769,Sargento Fahur,PSD,Centro,2019,2
7770,Sergio Toledo,PL,Centro-direita,2019,3
7771,Sergio Vidigal,PDT,Centro-esquerda,2019,1
7772,Severino Pessoa,PRB,Centro-direita,2019,3
7773,Shéridan,PSDB,Centro,2019,2
7774,Sidney Leite,PSD,Centro,2019,2
7775,Silvia Cristina,PDT,Centro-esquerda,2019,1
7776,Soraya Santos,PL,Centro-direita,2019,3
7777,Sóstenes Cavalcante,DEM,Centro-direita,2019,3
7778,Stefano Aguiar,PSD,Centro,2019,2
7779,Subtenente Gonzaga,PDT,Centro-esquerda,2019,1
7780,Tabata Amaral,PDT,Centro-esquerda,2019,1
7781,Tadeu Alencar,PSB,Centro-esquerda,2019,1
7782,Talíria Petrone,PSOL,Esquerda,2019,0
7783,Ted Conti,PSB,Centro-esquerda,2019,1
7784,Tereza Nelma,PSDB,Centro,2019,2
7785,Tiago Mitraud,NOVO,Direita,2019,4
7786,Tiririca,PL,Centro-direita,2019,3
7787,Túlio Gadêlha,PDT,Centro-esquerda,2019,1
7788,Uldurico Junior,PROS,Centro,2019,2
7789,Vaidon Oliveira,PROS,Centro,2019,2
7790,Valmir Assunção,PT,Esquerda,2019,0
7791,Vander Loubet,PT,Esquerda,2019,0
7792,Vavá Martins,PRB,Centro-direita,2019,3
7793,Vermelho,PSD,Centro,2019,2
7794,Vicentinho,PT,Esquerda,2019,0
7795,Vilson da Fetaemg,PSB,Centro-esquerda,2019,1
7796,Vinicius Carvalho,PRB,Centro-direita,2019,3
7797,Vinicius Poit,NOVO,Direita,2019,4
7798,Vitor Lippi,PSDB,Centro,2019,2
7799,Weliton Prado,PROS,Centro,2019,2
7800,Wladimir Garotinho,PSD,Centro,2019,2
7801,Wolney Queiroz,PDT,Centro-esquerda,2019,1
7802,Zé Vitor,PL,Centro-direita,2019,3
7803,Afonso Motta,PDT,Centro-esquerda,2019,1
7804,Alex Manente,CIDADANIA,Centro,2019,2
7805,Alexandre Frota,PSDB,Centro,2019,2
7806,Alexis Fonteyne,NOVO,Direita,2019,4
7807,Aliel Machado,PSB,Centro-esquerda,2019,1
7808,André Ferreira,PSC,Direita,2019,4
7809,André Figueiredo,PDT,Centro-esquerda,2019,1
7810,Arlindo Chinaglia,PT,Esquerda,2019,0
7811,Assis Carvalho,PT,Esquerda,2019,0
7812,Bibo Nunes,PSL,Direita,2019,4
7813,Bohn Gass,PT,Esquerda,2019,0
7814,Cezinha de Madureira,PSD,Centro,2019,2
7815,Christiane de Souza Yared,PL,Centro-direita,2019,3
7816,Da Vitória,CIDADANIA,Centro,2019,2
7817,Danrlei de Deus Hinterholz,PSD,Centro,2019,2
7818,Delegado Waldir,PSL,Direita,2019,4
7819,Dr. Jaziel,PL,Centro-direita,2019,3
7820,Eli Corrêa Filho,DEM,Centro-direita,2019,3
7821,Elmar Nascimento,DEM,Centro-direita,2019,3
7822,Enéias Reis,PSL,Direita,2019,4
7823,Erika Kokay,PT,Esquerda,2019,0
7824,Expedito Netto,PSD,Centro,2019,2
7825,Fabiano Tolentino,CIDADANIA,Centro,2019,2
7826,Fernanda Melchionna,PSOL,Esquerda,2019,0
7827,Fernando Rodolfo,PL,Centro-direita,2019,3
7828,Flordelis,PSD,Centro,2019,2
7829,Frei Anastacio Ribeiro,PT,Esquerda,2019,0
7830,Gastão Vieira,PROS,Centro,2019,2
7831,General Girão,PSL,Direita,2019,4
7832,General Peternelli,PSL,Direita,2019,4
7833,Gervásio Maia,PSB,Centro-esquerda,2019,1
7834,Giacobo,PL,Centro-direita,2019,3
7835,Gilson Marques,NOVO,Direita,2019,4
7836,Giovani Cherini,PL,Centro-direita,2019,3
7837,Gustavo Fruet,PDT,Centro-esquerda,2019,1
7838,Haroldo Cathedral,PSD,Centro,2019,2
7839,Heitor Freire,PSL,Direita,2019,4
7840,Helder Salomão,PT,Esquerda,2019,0
7841,Hugo Leal,PSD,Centro,2019,2
7842,Igor Kannário,DEM,Centro-direita,2019,3
7843,Jandira Feghali,PCdoB,Esquerda,2019,0
7844,Jesus Sérgio,PDT,Centro-esquerda,2019,1
7845,João Carlos Bacelar,PL,Centro-direita,2019,3
7846,José Guimarães,PT,Esquerda,2019,0
7847,José Rocha,PL,Centro-direita,2019,3
7848,Júnior Ferrari,PSD,Centro,2019,2
7849,Lucas Gonzalez,NOVO,Direita,2019,4
7850,Lucas Redecker,PSDB,Centro,2019,2
7851,Luiz Antônio Corrêa,PL,Centro-direita,2019,3
7852,Márcio Jerry,PCdoB,Esquerda,2019,0
7853,Marcon,PT,Esquerda,2019,0
7854,Marília Arraes,PT,Esquerda,2019,0
7855,Mário Heringer,PDT,Centro-esquerda,2019,1
7856,Marlon Santos,PDT,Centro-esquerda,2019,1
7857,Natália Bonavides,PT,Esquerda,2019,0
7858,Nilson Pinto,PSDB,Centro,2019,2
7859,Nilto Tatto,PT,Esquerda,2019,0
7860,Odair Cunha,PT,Esquerda,2019,0
7861,Pastor Gil,PL,Centro-direita,2019,3
7862,Paulo Magalhães,PSD,Centro,2019,2
7863,Paulo Teixeira,PT,Esquerda,2019,0
7864,Pedro Lupion,DEM,Centro-direita,2019,3
7865,Pedro Paulo,DEM,Centro-direita,2019,3
7866,Perpétua Almeida,PCdoB,Esquerda,2019,0
7867,Pompeo de Mattos,PDT,Centro-esquerda,2019,1
7868,Professora Marcivania,PCdoB,Esquerda,2019,0
7869,Reginaldo Lopes,PT,Esquerda,2019,0
7870,Renildo Calheiros,PCdoB,Esquerda,2019,0
7871,Ricardo Pericar,PSL,Direita,2019,4
7872,Rubens Bueno,CIDADANIA,Centro,2019,2
7873,Rubens Otoni,PT,Esquerda,2019,0
7874,Sâmia Bomfim,PSOL,Esquerda,2019,0
7875,Sebastião Oliveira,PL,Centro-direita,2019,3
7876,Toninho Wandscheer,PROS,Centro,2019,2
7877,Vanderlei Macris,PSDB,Centro,2019,2
7878,Waldenor Pereira,PT,Esquerda,2019,0
7879,Zé Carlos,PT,Esquerda,2019,0
7880,Zeca Dirceu,PT,Esquerda,2019,0
7881,Alan Rick,DEM,Centro-direita,2019,3
7882,Aníbal Gomes,DEM,Centro-direita,2019,3
7883,Arnaldo Jardim,CIDADANIA,Centro,2019,2
7884,Bruna Furlan,PSDB,Centro,2019,2
7885,Heitor Schuch,PSB,Centro-esquerda,2019,1
7886,Jhc,PSB,Centro-esquerda,2019,1
7887,Luiz Carlos,PSDB,Centro,2019,2
7888,Paulo Pimenta,PT,Esquerda,2019,0
7889,Pedro Cunha Lima,PSDB,Centro,2019,2
7890,Rodrigo Maia,DEM,Centro-direita,2019,3
7891,Aécio Neves,PSDB,Centro,2019,2
7892,Aluisio Mendes,PSC,Direita,2019,4
7893,Edilázio Júnior,PSD,Centro,2019,2
7894,Geninho Zuliani,DEM,Centro-direita,2019,3
7895,José Airton Félix Cirilo,PT,Esquerda,2019,0
7896,Josimar Maranhãozinho,PL,Centro-direita,2019,3
7897,Junior Lourenço,PL,Centro-direita,2019,3
7898,Paulo Abi-Ackel,PSDB,Centro,2019,2
7899,Paulo Azi,DEM,Centro-direita,2019,3
7900,Acácio Favacho,PROS,Centro,2019,2
7901,Eduardo Cury,PSDB,Centro,2019,2
7902,Bozzella,PSL,Direita,2019,4
7903,Carla Zambelli,PSL,Direita,2019,4
7904,Luizianne Lins,PT,Esquerda,2019,0
7905,Paulo Ramos,PDT,Centro-esquerda,2019,1
7906,Valdevan Noventa,PSC,Direita,2019,4
7907,Vicentinho Júnior,PL,Centro-direita,2019,3
7908,Wellington Roberto,PL,Centro-direita,2019,3
7909,Zé Neto,PT,Esquerda,2019,0
7910,Aline Gurgel,PRB,Centro-direita,2019,3
7911,Carlos Gomes,PRB,Centro-direita,2019,3
7912,Celso Russomanno,PRB,Centro-direita,2019,3
7913,Gilberto Abramo,PRB,Centro-direita,2019,3
7914,Hélio Costa,PRB,Centro-direita,2019,3
7915,Hugo Motta,PRB,Centro-direita,2019,3
7916,João Campos,PRB,Centro-direita,2019,3
7917,Lafayette de Andrada,PRB,Centro-direita,2019,3
7918,Milton Vieira,PRB,Centro-direita,2019,3
7919,Silas Câmara,PRB,Centro-direita,2019,3
7920,Silvio Costa Filho,PRB,Centro-direita,2019,3
7921,Jhonatan de Jesus,PRB,Centro-direita,2019,3
7922,Marcos Pereira,PRB,Centro-direita,2019,3
7923,Daniel Almeida,PCdoB,Esquerda,2019,0
7924,Rosangela Gomes,PRB,Centro-direita,2019,3
7925,Fábio Faria,PSD,Centro,2019,2
7926,Loester Trutis,PSL,Direita,2019,4
7927,Miguel Haddad,PSDB,Centro,2019,2
7928,Sérgio Brito,PSD,Centro,2019,2
7929,Chiquinho Brazão,AVANTE,Centro,2019,2
7930,Giovani Feltes,MDB,Centro,2019,2
7931,Hercílio Coelho Diniz,MDB,Centro,2019,2
7932,Sergio Souza,MDB,Centro,2019,2
7933,Walter Alves,MDB,Centro,2019,2
7934,Arthur Oliveira Maia,DEM,Centro-direita,2019,3
7935,Fabio Schiochet,PSL,Direita,2019,4
7936,Major Fabiana,PSL,Direita,2019,4
7937,Marx Beltrão,PSD,Centro,2019,2
7938,Mauro Benevides Filho,PDT,Centro-esquerda,2019,1
7939,Bosco Costa,PR,Direita,2019,4
7940,Christiane de Souza Yared,PR,Direita,2019,4
7941,Cristiano Vale,PR,Direita,2019,4
7942,Dr. Jaziel,PR,Direita,2019,4
7943,Giovani Cherini,PR,Direita,2019,4
7944,José Rocha,PR,Direita,2019,4
7945,Junior Lourenço,PR,Direita,2019,4
7946,Lauriete,PR,Direita,2019,4
7947,Luiz Nishimori,PR,Direita,2019,4
7948,Magda Mofatto,PR,Direita,2019,4
7949,Marcelo Ramos,PR,Direita,2019,4
7950,Marcio Alvino,PR,Direita,2019,4
7951,Miguel Lombardi,PR,Direita,2019,4
7952,Policial Katia Sastre,PR,Direita,2019,4
7953,Sebastião Oliveira,PR,Direita,2019,4
7954,Sergio Toledo,PR,Direita,2019,4
7955,Tiririca,PR,Direita,2019,4
7956,Vicentinho Júnior,PR,Direita,2019,4
7957,Domingos Neto,PSD,Centro,2019,2
7958,Joice Hasselmann,PSL,Direita,2019,4
7959,Vinicius Gurgel,PL,Centro-direita,2019,3
7960,Vitor Hugo,PSL,Direita,2019,4
7961,Celso Maldaner,MDB,Centro,2019,2
7962,Dra. Vanda Milani,SOLIDARIEDADE,Centro,2019,2
7963,Evair Vieira de Melo,PP,Direita,2019,4
7964,Fausto Pinato,PP,Direita,2019,4
7965,Franco Cartafina,PP,Direita,2019,4
7966,Isnaldo Bulhões Jr.,MDB,Centro,2019,2
7967,Lucio Mosquini,MDB,Centro,2019,2
7968,Neri Geller,PP,Direita,2019,4
7969,Rogério Peninha Mendonça,MDB,Centro,2019,2
7970,Schiavinato,PP,Direita,2019,4
7971,Marcelo Álvaro Antônio,PSL,Direita,2019,4
7972,Onyx Lorenzoni,DEM,Centro-direita,2019,3
7973,Eduardo Braide,PMN,Centro,2019,2
7974,Capitão Fábio Abreu,PL,Centro-direita,2019,3
7975,Patricia Ferraz,PL,Centro-direita,2019,3
7976,Aureo Ribeiro,SOLIDARIEDADE,Centro,2019,2
7977,Darcísio Perondi,MDB,Centro,2019,2
7978,Genecias Noronha,SOLIDARIEDADE,Centro,2019,2
7979,Herculano Passos,MDB,Centro,2019,2
7980,Léo Moraes,PODE,Centro-direita,2019,3
7981,Pastor Eurico,PATRIOTA,Direita,2019,4
7982,Capitão Derrite,PP,Direita,2019,4
7983,Luciano Bivar,PSL,Direita,2019,4
7984,Angela Amin,PP,Direita,2019,4
7985,Marcelo Aro,PP,Direita,2019,4
7986,Paulinho da Força,SOLIDARIEDADE,Centro,2019,2
7987,Altineu Côrtes,PR,Direita,2019,4
7988,Capitão Augusto,PR,Direita,2019,4
7989,Capitão Fábio Abreu,PR,Direita,2019,4
7990,João Maia,PR,Direita,2019,4
7991,Lincoln Portela,PR,Direita,2019,4
7992,Luiz Carlos Motta,PR,Direita,2019,4
7993,Paulo Freire Costa,PR,Direita,2019,4
7994,Vinicius Gurgel,PR,Direita,2019,4
7995,Wellington Roberto,PR,Direita,2019,4
7996,Fernando Rodolfo,PR,Direita,2019,4
