,nome,partido,posicionamento,ano,posicionamento_id
0,Abelardo Lupion,PFL,Centro-direita,2003,3
1,Adão Pretto,PT,Esquerda,2003,0
2,Adauto Pereira,PFL,Centro-direita,2003,3
3,Adelor Vieira,PMDB,Centro,2003,2
4,Affonso Camargo,PSDB,Centro,2003,2
5,Agnaldo Muniz,PPS,Centro,2003,2
6,Alberto Fraga,PMDB,Centro,2003,2
7,Alberto Goldman,PSDB,Centro,2003,2
8,Alceste Almeida,PMDB,Centro,2003,2
9,Alceu Collares,PDT,Centro-esquerda,2003,1
10,Aldo Rebelo,PCdoB,Esquerda,2003,0
11,Alexandre Cardoso,PSB,Centro-esquerda,2003,1
12,Alexandre Santos,PP,Direita,2003,4
13,Alice Portugal,PCdoB,Esquerda,2003,0
14,Almerinda de Carvalho,PSB,Centro-esquerda,2003,1
15,Aloysio Nunes Ferreira,PSDB,Centro,2003,2
16,Álvaro Dias,PDT,Centro-esquerda,2003,1
17,Amauri Gasques,PRONA,Direita,2003,4
18,André de Paula,PFL,Centro-direita,2003,3
19,André Luiz,PMDB,Centro,2003,2
20,André Zacharow,PDT,Centro-esquerda,2003,1
21,Angela Guadagnin,PT,Esquerda,2003,0
22,Aníbal Gomes,PMDB,Centro,2003,2
23,Anivaldo Vale,PSDB,Centro,2003,2
24,Ann Pontes,PMDB,Centro,2003,2
25,Anselmo,PT,Esquerda,2003,0
26,Antonio Cambraia,PSDB,Centro,2003,2
27,Antônio Carlos Biffi,PT,Esquerda,2003,0
28,Antonio Carlos Biscaia,PT,Esquerda,2003,0
29,Antonio Carlos Magalhães Neto,PFL,Centro-direita,2003,3
30,Antonio Carlos Mendes Thame,PSDB,Centro,2003,2
31,Antonio Carlos Pannunzio,PSDB,Centro,2003,2
32,Antonio Cruz,PTB,Direita,2003,4
33,Antonio Joaquim,PP,Direita,2003,4
34,Antonio Nogueira,PT,Esquerda,2003,0
35,Ariosto Holanda,PSDB,Centro,2003,2
36,Arlindo Chinaglia,PT,Esquerda,2003,0
37,Armando Monteiro,PTB,Direita,2003,4
38,Arnaldo Faria de Sá,PTB,Direita,2003,4
39,Arnon Bezerra,PSDB,Centro,2003,2
40,Arolde de Oliveira,PFL,Centro-direita,2003,3
41,Aroldo Cedraz,PFL,Centro-direita,2003,3
42,Ary Vanazzi,PT,Esquerda,2003,0
43,Asdrubal Bentes,PMDB,Centro,2003,2
44,Assis Miguel do Couto,PT,Esquerda,2003,0
45,Athos Avelino,PPS,Centro,2003,2
46,Átila Lins,PPS,Centro,2003,2
47,Átila Lira,PSDB,Centro,2003,2
48,B. Sá,PPS,Centro,2003,2
49,Babá,PT,Esquerda,2003,0
50,Barbosa Neto,PMDB,Centro,2003,2
51,Benedito de Lira,PP,Direita,2003,4
52,Benjamin Maranhão,PMDB,Centro,2003,2
53,Bernardo Ariston,PSB,Centro-esquerda,2003,1
54,Beto Albuquerque,PSB,Centro-esquerda,2003,1
55,Bismarck Maia,PSDB,Centro,2003,2
56,Bosco Costa,PSDB,Centro,2003,2
57,Cabo Júlio,PSB,Centro-esquerda,2003,1
58,Carlito Merss,PT,Esquerda,2003,0
59,Carlos Abicalil,PT,Esquerda,2003,0
60,Carlos Alberto Leréia,PSDB,Centro,2003,2
61,Carlos Dunga,PTB,Direita,2003,4
62,Carlos Eduardo Cadoca,PMDB,Centro,2003,2
63,Carlos Melles,PFL,Centro-direita,2003,3
64,Carlos Sampaio,PSDB,Centro,2003,2
65,Carlos Santana,PT,Esquerda,2003,0
66,Carlos Willian,PSB,Centro-esquerda,2003,1
67,Celcita Pinheiro,PFL,Centro-direita,2003,3
68,César Bandeira,PFL,Centro-direita,2003,3
69,Cezar Schirmer,PMDB,Centro,2003,2
70,Cezar Silvestri,PPS,Centro,2003,2
71,Chico Alencar,PT,Esquerda,2003,0
72,Ciro Nogueira,PFL,Centro-direita,2003,3
73,Claudio Cajado,PFL,Centro-direita,2003,3
74,Cláudio Magrão,PPS,Centro,2003,2
75,Cleonâncio Fonseca,PP,Direita,2003,4
76,Cleuber Carneiro,PFL,Centro-direita,2003,3
77,Clóvis Fecury,PFL,Centro-direita,2003,3
78,Colbert Martins,PPS,Centro,2003,2
79,Colombo,PT,Esquerda,2003,0
80,Confúcio Moura,PMDB,Centro,2003,2
81,Corauci Sobrinho,PFL,Centro-direita,2003,3
82,Coriolano Sales,PFL,Centro-direita,2003,3
83,Costa Ferreira,PFL,Centro-direita,2003,3
84,Custódio Mattos,PSDB,Centro,2003,2
85,Daniel Almeida,PCdoB,Esquerda,2003,0
86,Darci Coelho,PFL,Centro-direita,2003,3
87,Darcísio Perondi,PMDB,Centro,2003,2
88,Davi Alcolumbre,PDT,Centro-esquerda,2003,1
89,Delfim Netto,PP,Direita,2003,4
90,Devanir Ribeiro,PT,Esquerda,2003,0
91,Dilceu Sperafico,PP,Direita,2003,4
92,Dimas Ramalho,PPS,Centro,2003,2
93,Dr. Benedito Dias,PP,Direita,2003,4
94,Dr. Evilásio,PSB,Centro-esquerda,2003,1
95,Dr. Francisco Gonçalves,PTB,Direita,2003,4
96,Dr. Heleno,PSDB,Centro,2003,2
97,Dr. Hélio,PDT,Centro-esquerda,2003,1
98,Dr. Pinotti,PMDB,Centro,2003,2
99,Dr. Ribamar Alves,PSB,Centro-esquerda,2003,1
100,Dr. Rodolfo Pereira,PDT,Centro-esquerda,2003,1
101,Dr. Rosinha,PT,Esquerda,2003,0
102,Dra. Clair,PT,Esquerda,2003,0
103,Durval Orlato,PT,Esquerda,2003,0
104,Edison Andrino,PMDB,Centro,2003,2
105,Edna Macedo,PTB,Direita,2003,4
106,Edson Duarte,PV,Centro-esquerda,2003,1
107,Edson Ezequiel,PSB,Centro-esquerda,2003,1
108,Eduardo Barbosa,PSDB,Centro,2003,2
109,Eduardo Campos,PSB,Centro-esquerda,2003,1
110,Eduardo Cunha,PP,Direita,2003,4
111,Eduardo Gomes,PSDB,Centro,2003,2
112,Eduardo Paes,PSDB,Centro,2003,2
113,Eduardo Sciarra,PFL,Centro-direita,2003,3
114,Eduardo Seabra,PTB,Direita,2003,4
115,Eduardo Valverde,PT,Esquerda,2003,0
116,Elaine Costa,PTB,Direita,2003,4
117,Elimar Máximo Damasceno,PRONA,Direita,2003,4
118,Eliseu Padilha,PMDB,Centro,2003,2
119,Eliseu Resende,PFL,Centro-direita,2003,3
120,Enéas,PRONA,Direita,2003,4
121,Enio Bacci,PDT,Centro-esquerda,2003,1
122,Enio Tatico,PTB,Direita,2003,4
123,Enivaldo Ribeiro,PP,Direita,2003,4
124,Érico Ribeiro,PP,Direita,2003,4
125,Eunício Oliveira,PMDB,Centro,2003,2
126,Fábio Souto,PFL,Centro-direita,2003,3
127,Fátima Bezerra,PT,Esquerda,2003,0
128,Félix Mendonça,PTB,Direita,2003,4
129,Fernando de Fabinho,PFL,Centro-direita,2003,3
130,Fernando Diniz,PMDB,Centro,2003,2
131,Fernando Ferro,PT,Esquerda,2003,0
132,Fernando Gabeira,PT,Esquerda,2003,0
133,Fernando Gonçalves,PTB,Direita,2003,4
134,Feu Rosa,PP,Direita,2003,4
135,Fleury,PTB,Direita,2003,4
136,Francisco Appio,PP,Direita,2003,4
137,Francisco Dornelles,PP,Direita,2003,4
138,Francisco Garcia,PP,Direita,2003,4
139,Francisco Rodrigues,PFL,Centro-direita,2003,3
140,Francisco Turra,PP,Direita,2003,4
141,Gastão Vieira,PMDB,Centro,2003,2
142,Geddel Vieira Lima,PMDB,Centro,2003,2
143,Geraldo Resende,PPS,Centro,2003,2
144,Geraldo Thadeu,PPS,Centro,2003,2
145,Gerson Gabrielli,PFL,Centro-direita,2003,3
146,Gervásio Silva,PFL,Centro-direita,2003,3
147,Gilberto Kassab,PFL,Centro-direita,2003,3
148,Gilberto Nascimento,PSB,Centro-esquerda,2003,1
149,Gilmar Machado,PT,Esquerda,2003,0
150,Givaldo Carimbão,PSB,Centro-esquerda,2003,1
151,Gonzaga Mota,PSDB,Centro,2003,2
152,Gonzaga Patriota,PSB,Centro-esquerda,2003,1
153,Guilherme Menezes,PT,Esquerda,2003,0
154,Hamilton Casara,PSDB,Centro,2003,2
155,Helenildo Ribeiro,PSDB,Centro,2003,2
156,Hélio Esteves,PT,Esquerda,2003,0
157,Henrique Afonso,PT,Esquerda,2003,0
158,Henrique Eduardo Alves,PMDB,Centro,2003,2
159,Henrique Fontana,PT,Esquerda,2003,0
160,Herculano Anghinetti,PP,Direita,2003,4
161,Hermes Parcianello,PMDB,Centro,2003,2
162,Homero Barreto,PTB,Direita,2003,4
163,Iara Bernardi,PT,Esquerda,2003,0
164,Ibrahim Abi-Ackel,PP,Direita,2003,4
165,Ildeu Araujo,PRONA,Direita,2003,4
166,Inácio Arruda,PCdoB,Esquerda,2003,0
167,Inocêncio Oliveira,PFL,Centro-direita,2003,3
168,Iriny Lopes,PT,Esquerda,2003,0
169,Iris Simões,PTB,Direita,2003,4
170,Isaías Silvestre,PSB,Centro-esquerda,2003,1
171,Ivan Valente,PT,Esquerda,2003,0
172,Ivo José,PT,Esquerda,2003,0
173,Jackson Barreto,PTB,Direita,2003,4
174,Jader Barbalho,PMDB,Centro,2003,2
175,Jaime Martins,PFL,Centro-direita,2003,3
176,Jair Bolsonaro,PTB,Direita,2003,4
177,Jairo Carneiro,PFL,Centro-direita,2003,3
178,Jamil Murad,PCdoB,Esquerda,2003,0
179,Jandira Feghali,PCdoB,Esquerda,2003,0
180,Janete Capiberibe,PSB,Centro-esquerda,2003,1
181,Jefferson Campos,PSB,Centro-esquerda,2003,1
182,João Alfredo,PT,Esquerda,2003,0
183,João Almeida,PSDB,Centro,2003,2
184,João Batista,PFL,Centro-direita,2003,3
185,João Campos,PSDB,Centro,2003,2
186,João Carlos Bacelar,PFL,Centro-direita,2003,3
187,João Castelo,PSDB,Centro,2003,2
188,João Correia,PMDB,Centro,2003,2
189,João Fontes,PT,Esquerda,2003,0
190,João Grandão,PT,Esquerda,2003,0
191,João Herrmann Neto,PPS,Centro,2003,2
192,João Magalhães,PTB,Direita,2003,4
193,João Magno,PT,Esquerda,2003,0
194,João Matos,PMDB,Centro,2003,2
195,João Paulo Cunha,PT,Esquerda,2003,0
196,João Pizzolatti,PP,Direita,2003,4
197,João Tota,PP,Direita,2003,4
198,Joaquim Francisco,PTB,Direita,2003,4
199,Jonival Lucas Junior,PTB,Direita,2003,4
200,Jorge Alberto,PMDB,Centro,2003,2
201,Jorge Bittar,PT,Esquerda,2003,0
202,Jorge Boeira,PT,Esquerda,2003,0
203,José Borba,PMDB,Centro,2003,2
204,José Carlos Aleluia,PFL,Centro-direita,2003,3
205,José Carlos Araújo,PFL,Centro-direita,2003,3
206,José Carlos Elias,PTB,Direita,2003,4
207,José Carlos Machado,PFL,Centro-direita,2003,3
208,José Carlos Martinez,PTB,Direita,2003,4
209,José Chaves,PTB,Direita,2003,4
210,José Divino,PMDB,Centro,2003,2
211,José Eduardo Cardozo,PT,Esquerda,2003,0
212,José Ivo Sartori,PMDB,Centro,2003,2
213,José Janene,PP,Direita,2003,4
214,José Linhares,PP,Direita,2003,4
215,José Mendonça Bezerra,PFL,Centro-direita,2003,3
216,José Mentor,PT,Esquerda,2003,0
217,José Militão,PTB,Direita,2003,4
218,José Múcio Monteiro,PTB,Direita,2003,4
219,José Pimentel,PT,Esquerda,2003,0
220,José Priante,PMDB,Centro,2003,2
221,José Rajão,PSDB,Centro,2003,2
222,José Roberto Arruda,PFL,Centro-direita,2003,3
223,José Rocha,PFL,Centro-direita,2003,3
224,José Thomaz Nonô,PFL,Centro-direita,2003,3
225,Josias Gomes,PT,Esquerda,2003,0
226,Josias Quintal,PSB,Centro-esquerda,2003,1
227,Josué Bengtson,PTB,Direita,2003,4
228,Jovair Arantes,PSDB,Centro,2003,2
229,Jovino Cândido,PV,Centro-esquerda,2003,1
230,Júlio Cesar,PFL,Centro-direita,2003,3
231,Júlio Delgado,PPS,Centro,2003,2
232,Julio Lopes,PP,Direita,2003,4
233,Júlio Redecker,PSDB,Centro,2003,2
234,Julio Semeghini,PSDB,Centro,2003,2
235,Jutahy Junior,PSDB,Centro,2003,2
236,Kátia Abreu,PFL,Centro-direita,2003,3
237,Kelly Moraes,PTB,Direita,2003,4
238,Lael Varella,PFL,Centro-direita,2003,3
239,Laura Carneiro,PFL,Centro-direita,2003,3
240,Lavoisier Maia,PSB,Centro-esquerda,2003,1
241,Leandro Vilela,PMDB,Centro,2003,2
242,Léo Alcântara,PSDB,Centro,2003,2
243,Leodegar Tiscoski,PP,Direita,2003,4
244,Leonardo Mattos,PV,Centro-esquerda,2003,1
245,Leonardo Monteiro,PT,Esquerda,2003,0
246,Leonardo Picciani,PMDB,Centro,2003,2
247,Leonardo Vilela,PP,Direita,2003,4
248,Leônidas Cristino,PPS,Centro,2003,2
249,Lindberg Farias,PT,Esquerda,2003,0
250,Lobbe Neto,PSDB,Centro,2003,2
251,Luci Choinacki,PT,Esquerda,2003,0
252,Luciana Genro,PT,Esquerda,2003,0
253,Luciano Leitoa,PDT,Centro-esquerda,2003,1
254,Luciano Zica,PT,Esquerda,2003,0
255,Luis Carlos Heinze,PP,Direita,2003,4
256,Luiz Alberto,PT,Esquerda,2003,0
257,Luiz Bassuma,PT,Esquerda,2003,0
258,Luiz Bittencourt,PMDB,Centro,2003,2
259,Luiz Carlos Hauly,PSDB,Centro,2003,2
260,Luiz Carlos Santos,PFL,Centro-direita,2003,3
261,Luiz Carreira,PFL,Centro-direita,2003,3
262,Luiz Couto,PT,Esquerda,2003,0
263,Luiz Eduardo Greenhalgh,PT,Esquerda,2003,0
264,Luiz Piauhylino,PSDB,Centro,2003,2
265,Luiz Sérgio,PT,Esquerda,2003,0
266,Luiza Erundina,PSB,Centro-esquerda,2003,1
267,Manato,PDT,Centro-esquerda,2003,1
268,Maninha,PT,Esquerda,2003,0
269,Manoel Salviano,PSDB,Centro,2003,2
270,Marcelino Fraga,PMDB,Centro,2003,2
271,Marcello Siqueira,PMDB,Centro,2003,2
272,Marcelo Castro,PMDB,Centro,2003,2
273,Marcelo Guimarães Filho,PFL,Centro-direita,2003,3
274,Marcelo Ortiz,PV,Centro-esquerda,2003,1
275,Márcio Reinaldo Moreira,PP,Direita,2003,4
276,Marcondes Gadelha,PTB,Direita,2003,4
277,Marcos Abramo,PFL,Centro-direita,2003,3
278,Marcus Vicente,PTB,Direita,2003,4
279,Maria do Carmo Lara,PT,Esquerda,2003,0
280,Maria do Rosário,PT,Esquerda,2003,0
281,Maria Helena,PMDB,Centro,2003,2
282,Maria Lucia,PMDB,Centro,2003,2
283,Mariângela Duarte,PT,Esquerda,2003,0
284,Marinha Raupp,PMDB,Centro,2003,2
285,Mário Heringer,PDT,Centro-esquerda,2003,1
286,Mário Negromonte,PP,Direita,2003,4
287,Maurício Quintella Lessa,PSB,Centro-esquerda,2003,1
288,Maurício Rands,PT,Esquerda,2003,0
289,Mauro Benevides,PMDB,Centro,2003,2
290,Mauro Lopes,PMDB,Centro,2003,2
291,Mauro Passos,PT,Esquerda,2003,0
292,Max Rosenmann,PMDB,Centro,2003,2
293,Mendes Ribeiro Filho,PMDB,Centro,2003,2
294,Mendonça Prado,PFL,Centro-direita,2003,3
295,Michel Temer,PMDB,Centro,2003,2
296,Miguel Arraes,PSB,Centro-esquerda,2003,1
297,Milton Barbosa,PFL,Centro-direita,2003,3
298,Milton Cardias,PTB,Direita,2003,4
299,Miriam Reid,PSB,Centro-esquerda,2003,1
300,Moacir Micheletto,PMDB,Centro,2003,2
301,Moraes Souza,PMDB,Centro,2003,2
302,Moreira Franco,PMDB,Centro,2003,2
303,Moroni Torgan,PFL,Centro-direita,2003,3
304,Múcio Sá,PTB,Direita,2003,4
305,Murilo Zauith,PFL,Centro-direita,2003,3
306,Mussa Demes,PFL,Centro-direita,2003,3
307,Narcio Rodrigues,PSDB,Centro,2003,2
308,Nazareno Fonteles,PT,Esquerda,2003,0
309,Neiva Moreira,PDT,Centro-esquerda,2003,1
310,Nelson Bornier,PSB,Centro-esquerda,2003,1
311,Nelson Marquezelli,PTB,Direita,2003,4
312,Nelson Meurer,PP,Direita,2003,4
313,Nelson Pellegrino,PT,Esquerda,2003,0
314,Nelson Proença,PPS,Centro,2003,2
315,Nelson Trad,PMDB,Centro,2003,2
316,Neuton Lima,PTB,Direita,2003,4
317,Ney Lopes,PFL,Centro-direita,2003,3
318,Neyde Aparecida,PT,Esquerda,2003,0
319,Nice Lobão,PFL,Centro-direita,2003,3
320,Nicias Ribeiro,PSDB,Centro,2003,2
321,Nilson Mourão,PT,Esquerda,2003,0
322,Nilson Pinto,PSDB,Centro,2003,2
323,Nilton Baiano,PP,Direita,2003,4
324,Nilton Capixaba,PTB,Direita,2003,4
325,Odair Cunha,PT,Esquerda,2003,0
326,Odílio Balbinotti,PMDB,Centro,2003,2
327,Olavo Calheiros,PMDB,Centro,2003,2
328,Onyx Lorenzoni,PFL,Centro-direita,2003,3
329,Orlando Desconsi,PT,Esquerda,2003,0
330,Orlando Fantazzini,PT,Esquerda,2003,0
331,Osmar Serraglio,PMDB,Centro,2003,2
332,Osório Adriano,PFL,Centro-direita,2003,3
333,Osvaldo Biolchi,PMDB,Centro,2003,2
334,Osvaldo Coelho,PFL,Centro-direita,2003,3
335,Paes Landim,PFL,Centro-direita,2003,3
336,Pastor Amarildo,PSB,Centro-esquerda,2003,1
337,Pastor Francisco Olímpio,PSB,Centro-esquerda,2003,1
338,Pastor Frankembergen,PTB,Direita,2003,4
339,Pastor Pedro Ribeiro,PTB,Direita,2003,4
340,Pastor Reinaldo,PTB,Direita,2003,4
341,Patrus Ananias,PT,Esquerda,2003,0
342,Pauderney Avelino,PFL,Centro-direita,2003,3
343,Paulo Afonso,PMDB,Centro,2003,2
344,Paulo Baltazar,PSB,Centro-esquerda,2003,1
345,Paulo Bauer,PFL,Centro-direita,2003,3
346,Paulo Bernardo,PT,Esquerda,2003,0
347,Paulo Delgado,PT,Esquerda,2003,0
348,Paulo Feijó,PSDB,Centro,2003,2
349,Paulo Kobayashi,PSDB,Centro,2003,2
350,Paulo Lima,PMDB,Centro,2003,2
351,Paulo Magalhães,PFL,Centro-direita,2003,3
352,Paulo Pimenta,PT,Esquerda,2003,0
353,Paulo Rocha,PT,Esquerda,2003,0
354,Paulo Rubem Santiago,PT,Esquerda,2003,0
355,Pedro Chaves,PMDB,Centro,2003,2
356,Pedro Corrêa,PP,Direita,2003,4
357,Pedro Fernandes,PTB,Direita,2003,4
358,Pedro Henry,PP,Direita,2003,4
359,Pedro Irujo,PFL,Centro-direita,2003,3
360,Pedro Novais,PMDB,Centro,2003,2
361,Perpétua Almeida,PCdoB,Esquerda,2003,0
362,Philemon Rodrigues,PTB,Direita,2003,4
363,Professor Irapuan Teixeira,PRONA,Direita,2003,4
364,Professor Luizinho,PT,Esquerda,2003,0
365,Professora Raquel Teixeira,PSDB,Centro,2003,2
366,Promotor Afonso Gil,PCdoB,Esquerda,2003,0
367,Rafael Guerra,PSDB,Centro,2003,2
368,Raul Jungmann,PMDB,Centro,2003,2
369,Reginaldo Germano,PFL,Centro-direita,2003,3
370,Reginaldo Lopes,PT,Esquerda,2003,0
371,Renato Casagrande,PSB,Centro-esquerda,2003,1
372,Renildo Calheiros,PCdoB,Esquerda,2003,0
373,Ricardo Barros,PP,Direita,2003,4
374,Ricardo Fiuza,PP,Direita,2003,4
375,Ricardo Izar,PTB,Direita,2003,4
376,Ricarte de Freitas,PTB,Direita,2003,4
377,Robério Nunes,PFL,Centro-direita,2003,3
378,Roberto Balestra,PP,Direita,2003,4
379,Roberto Brant,PFL,Centro-direita,2003,3
380,Roberto Freire,PPS,Centro,2003,2
381,Roberto Gouveia,PT,Esquerda,2003,0
382,Roberto Jefferson,PTB,Direita,2003,4
383,Roberto Magalhães,PTB,Direita,2003,4
384,Robson Tuma,PFL,Centro-direita,2003,3
385,Rodrigo Maia,PFL,Centro-direita,2003,3
386,Rogério Silva,PPS,Centro,2003,2
387,Rogério Teófilo,PFL,Centro-direita,2003,3
388,Romel Anizio,PP,Direita,2003,4
389,Romeu Queiroz,PTB,Direita,2003,4
390,Rommel Feijó,PSDB,Centro,2003,2
391,Ronaldo Caiado,PFL,Centro-direita,2003,3
392,Ronaldo Cezar Coelho,PSDB,Centro,2003,2
393,Ronaldo Dimas,PSDB,Centro,2003,2
394,Ronaldo Vasconcellos,PTB,Direita,2003,4
395,Ronivon Santiago,PP,Direita,2003,4
396,Rose de Freitas,PSDB,Centro,2003,2
397,Rubens Otoni,PT,Esquerda,2003,0
398,Rubinelli,PT,Esquerda,2003,0
399,Salvador Zimbaldi,PSDB,Centro,2003,2
400,Sandes Júnior,PP,Direita,2003,4
401,Sandra Rosado,PMDB,Centro,2003,2
402,Sandro Matos,PSB,Centro-esquerda,2003,1
403,Saraiva Felipe,PMDB,Centro,2003,2
404,Sarney Filho,PV,Centro-esquerda,2003,1
405,Sebastião Madeira,PSDB,Centro,2003,2
406,Selma Schons,PT,Esquerda,2003,0
407,Serafim Venzon,PSDB,Centro,2003,2
408,Sérgio Miranda,PCdoB,Esquerda,2003,0
409,Severiano Alves,PDT,Centro-esquerda,2003,1
410,Severino Cavalcanti,PP,Direita,2003,4
411,Sigmaringa Seixas,PT,Esquerda,2003,0
412,Silas Brasileiro,PMDB,Centro,2003,2
413,Silas Câmara,PTB,Direita,2003,4
414,Simão Sessim,PP,Direita,2003,4
415,Suely Campos,PP,Direita,2003,4
416,Takayama,PSB,Centro-esquerda,2003,1
417,Tarcísio Zimmermann,PT,Esquerda,2003,0
418,Telma de Souza,PT,Esquerda,2003,0
419,Terezinha Fernandes,PT,Esquerda,2003,0
420,Thelma de Oliveira,PSDB,Centro,2003,2
421,Vadão Gomes,PP,Direita,2003,4
422,Valdenor Guedes,PP,Direita,2003,4
423,Vander Loubet,PT,Esquerda,2003,0
424,Vanderlei Assis,PRONA,Direita,2003,4
425,Vanessa Grazziotin,PCdoB,Esquerda,2003,0
426,Vic Pires Franco,PFL,Centro-direita,2003,3
427,Vicente Arruda,PSDB,Centro,2003,2
428,Vicente Cascione,PTB,Direita,2003,4
429,Vicentinho,PT,Esquerda,2003,0
430,Vieira Reis,PMDB,Centro,2003,2
431,Vignatti,PT,Esquerda,2003,0
432,Vilmar Rocha,PFL,Centro-direita,2003,3
433,Virgílio Guimarães,PT,Esquerda,2003,0
434,Vittorio Medioli,PSDB,Centro,2003,2
435,Wagner Lago,PDT,Centro-esquerda,2003,1
436,Waldemir Moka,PMDB,Centro,2003,2
437,Walter Feldman,PSDB,Centro,2003,2
438,Walter Pinheiro,PT,Esquerda,2003,0
439,Washington Luiz,PT,Esquerda,2003,0
440,Wasny de Roure,PT,Esquerda,2003,0
441,Wilson Santiago,PMDB,Centro,2003,2
442,Wilson Santos,PSDB,Centro,2003,2
443,Wladimir Costa,PMDB,Centro,2003,2
444,Yeda Crusius,PSDB,Centro,2003,2
445,Zé Geraldo,PT,Esquerda,2003,0
446,Zé Lima,PP,Direita,2003,4
447,Zelinda Novaes,PFL,Centro-direita,2003,3
448,Zenaldo Coutinho,PSDB,Centro,2003,2
449,Zequinha Marinho,PTB,Direita,2003,4
450,Zezéu Ribeiro,PT,Esquerda,2003,0
451,Zico Bronzeado,PT,Esquerda,2003,0
452,Zonta,PP,Direita,2003,4
453,Zulaiê Cobra,PSDB,Centro,2003,2
454,Alex Canziani,PTB,Direita,2003,4
455,Augusto Nardes,PP,Direita,2003,4
456,Bernardo Ariston,PMDB,Centro,2003,2
457,Bonifácio de Andrada,PSDB,Centro,2003,2
458,Carlos Nader,PFL,Centro-direita,2003,3
459,Celso Russomanno,PP,Direita,2003,4
460,César Medeiros,PT,Esquerda,2003,0
461,Deley,PV,Centro-esquerda,2003,1
462,Dr. Heleno,PP,Direita,2003,4
463,Edson Ezequiel,PMDB,Centro,2003,2
464,Eliseu Moura,PP,Direita,2003,4
465,Gilberto Nascimento,PMDB,Centro,2003,2
466,Gustavo Fruet,PMDB,Centro,2003,2
467,Itamar Serpa,PSDB,Centro,2003,2
468,Ivan Ranzolin,PP,Direita,2003,4
469,Jefferson Campos,PMDB,Centro,2003,2
470,João Lyra,PTB,Direita,2003,4
471,Jovair Arantes,PTB,Direita,2003,4
472,Juíza Denise Frossard,PSDB,Centro,2003,2
473,Júnior Betão,PPS,Centro,2003,2
474,Luiz Piauhylino,PTB,Direita,2003,4
475,Nélio Dias,PP,Direita,2003,4
476,Osmânio Pereira,PTB,Direita,2003,4
477,Osvaldo Reis,PMDB,Centro,2003,2
478,Pastor Pedro Ribeiro,PMDB,Centro,2003,2
479,Pompeo de Mattos,PDT,Centro-esquerda,2003,1
480,Salvador Zimbaldi,PTB,Direita,2003,4
481,Sandro Matos,PMDB,Centro,2003,2
482,Simplício Mário,PT,Esquerda,2003,0
483,Takayama,PMDB,Centro,2003,2
484,Tatico,PTB,Direita,2003,4
485,Zé Gerardo,PMDB,Centro,2003,2
486,Almerinda de Carvalho,PMDB,Centro,2003,2
487,Eduardo Cunha,PMDB,Centro,2003,2
488,Fernando Lopes,PMDB,Centro,2003,2
489,Josias Quintal,PMDB,Centro,2003,2
490,Nelson Bornier,PMDB,Centro,2003,2
491,Tadeu Filippelli,PMDB,Centro,2003,2
492,Wagner Lago,PP,Direita,2003,4
493,Cabo Júlio,PSC,Direita,2003,4
494,Carlos Willian,PSC,Direita,2003,4
495,Costa Ferreira,PSC,Direita,2003,4
496,Pastor Amarildo,PSC,Direita,2003,4
497,Renato Cozzolino,PSC,Direita,2003,4
498,Arnon Bezerra,PTB,Direita,2003,4
499,Rommel Feijó,PTB,Direita,2003,4
500,Rogério Teófilo,PPS,Centro,2003,2
501,Alexandre Santos,PSDB,Centro,2003,2
502,Almeida de Jesus,PL,Centro-direita,2003,3
503,Almir Moura,PL,Centro-direita,2003,3
504,Carlos Mota,PL,Centro-direita,2003,3
505,Carlos Rodrigues,PL,Centro-direita,2003,3
506,Carlos Souza,PL,Centro-direita,2003,3
507,Chico da Princesa,PL,Centro-direita,2003,3
508,Coronel Alves,PL,Centro-direita,2003,3
509,Edmar Moreira,PL,Centro-direita,2003,3
510,Feu Rosa,PSDB,Centro,2003,2
511,Francisca Trindade,PT,Esquerda,2003,0
512,Francisco Garcia,PPS,Centro,2003,2
513,Giacobo,PPS,Centro,2003,2
514,Heleno Silva,PL,Centro-direita,2003,3
515,Humberto Michiles,PL,Centro-direita,2003,3
516,Inaldo Leitão,PSDB,Centro,2003,2
517,João Caldas,PL,Centro-direita,2003,3
518,João Leão,PL,Centro-direita,2003,3
519,João Mendes de Jesus,PDT,Centro-esquerda,2003,1
520,João Paulo Gomes da Silva,PL,Centro-direita,2003,3
521,Lincoln Portela,PL,Centro-direita,2003,3
522,Luciano Castro,PL,Centro-direita,2003,3
523,Lupércio Ramos,PL,Centro-direita,2003,3
524,Marcondes Gadelha,PFL,Centro-direita,2003,3
525,Marcos de Jesus,PL,Centro-direita,2003,3
526,Mário Assad Júnior,PL,Centro-direita,2003,3
527,Maurício Rabelo,PL,Centro-direita,2003,3
528,Moisés Lipnik,PDT,Centro-esquerda,2003,1
529,Neucimar Fraga,PL,Centro-direita,2003,3
530,Oliveira Filho,PL,Centro-direita,2003,3
531,Osmânio Pereira,PSDB,Centro,2003,2
532,Paulo Gouvêa,PL,Centro-direita,2003,3
533,Raimundo Santos,PL,Centro-direita,2003,3
534,Reinaldo Betão,PL,Centro-direita,2003,3
535,Wanderval Santos,PL,Centro-direita,2003,3
536,Wellington Roberto,PL,Centro-direita,2003,3
537,Barbosa Neto,PSB,Centro-esquerda,2003,1
538,Dr. Pinotti,PFL,Centro-direita,2003,3
539,Félix Mendonça,PFL,Centro-direita,2003,3
540,Lúcia Braga,PT,Esquerda,2003,0
